,x,y,dyd,dyu,std
0,2016,0.07648431434574479,0.07434205765590408,0.07845006110985464,0.3382074013929106
1,2017,0.05594917482582577,0.05489738598221409,0.05713372594209927,0.3368825679933091
2,2018,0.05379520420009805,0.05337637661125984,0.054233983375631026,0.31839836358310203
