,x,y,dyd,dyu,std
0,2016,0.0918424604731002,0.0876481063136227,0.09642590981129619,0.31028397905348354
1,2017,0.09336785901980978,0.09114268588571546,0.09550955080427707,0.2932700409602363
2,2018,0.08574670676398215,0.08414167320645176,0.08724128108999259,0.28960921689499086
