,x,pos,neg,neu
0,2012,0.8170794809962217,0.0,0.18292051900377826
1,2015,0.7675062194024047,0.0,0.2324937805975953
2,2017,0.7322393451545599,0.0,0.2677606548454401
3,2018,0.7138903448236731,0.0,0.2861096551763269
4,2019,0.7072645403394198,0.0,0.29273545966058023
