,x,pos,neg,neu
0,2012,0.4011456528809114,0.16965820880631574,0.4291961383127728
1,2015,0.38363211368047156,0.16302284936148312,0.4533450369580453
2,2017,0.3219772301484364,0.1937398449796405,0.48428292487192315
3,2018,0.29680167037259586,0.1994645451861756,0.5037337844412285
4,2019,0.2888366284203879,0.19284347215786943,0.5183198994217427
