,x,pos,neg,neu
0,2012,0.7665897456163423,0.0,0.2334102543836577
1,2015,0.7370817424429253,0.0,0.26291825755707465
2,2017,0.6682499314756887,0.0,0.3317500685243113
3,2018,0.65299805912184,0.0,0.34700194087816005
4,2019,0.6344406844622762,0.0,0.3655593155377238
