,x,pos,neg,neu
0,2012,0.7907941325240263,0.0,0.2092058674759737
1,2015,0.8022980868817541,0.0,0.19770191311824592
2,2017,0.7387810447727543,0.0,0.2612189552272457
3,2018,0.7170410630609204,0.0,0.2829589369390796
4,2019,0.7040441388018012,0.0,0.29595586119819883
