,x,pos,neg,neu
0,2012,0.4233687405159332,0.13110773899848255,0.44552352048558425
1,2015,0.43094991499423524,0.12795810290582924,0.4410919820999355
2,2017,0.3734552095310794,0.16254239417158647,0.4640023962973341
3,2018,0.33395651504311263,0.17725133327744844,0.4887921516794389
4,2019,0.31446759049950435,0.1868961288127011,0.49863628068779453
