,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.20035158738460498,0.20172504309412662,0.199068571047087,1
1,0.20437472050071528,0.20590744496343638,0.20276115706136627,2_3
2,0.21342212529304383,0.21521869680439967,0.21160051017804019,4_9
3,0.23301551919518246,0.2348232085543259,0.23100832059264226,10
