,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.2636336772813815,0.2707676176886367,0.2568581077896472,1
1,0.27026016713289414,0.28120215627369344,0.2596160924313571,2_3
2,0.27496384535277235,0.2882314872587736,0.2626851433793868,4_9
3,0.26405153410562643,0.27607864088289574,0.2519758701788447,10
