,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.19585095728539167,0.19673213114533245,0.19479394368465142,1
1,0.20864198699497347,0.21005573346571338,0.2074067536770372,2_3
2,0.21619737687024265,0.217800057746574,0.21457981686517416,4_9
3,0.21224737638199254,0.21376903888286983,0.21054476202194317,10
