,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.27888942770384195,0.2801089864355766,0.27777578884297544,1
1,0.2906407111995411,0.2920178452367739,0.2893748883529108,2_3
2,0.30208542283878076,0.3034596804175537,0.30060020836153106,4_9
3,0.3120778947655204,0.31372881296984206,0.3103835453840383,10
