,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.16345617188449296,0.16405290534188816,0.16280985878765633,1
1,0.17119219678579103,0.17206512763190263,0.1703608174978319,2_3
2,0.1786534056302543,0.1795481278629291,0.17764352229219912,4_9
3,0.17754776341784234,0.17862331504494408,0.17642829651590514,10
