,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.2672361898379535,0.2683225602850482,0.2661656489373096,1
1,0.2711516105388209,0.2723986551931468,0.2699186457202603,2_3
2,0.280582464735026,0.2820171482133354,0.279234471491031,4_9
3,0.28423602962013916,0.2858280380418796,0.28281153992979624,10
