,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.22108306347011406,0.22294908801726437,0.21926061834382465,1
1,0.22916160830418147,0.23154628966940027,0.22679070155608355,2_3
2,0.24323498620743353,0.24579201705112394,0.24073230968853115,4_9
3,0.2511072067991825,0.2536864365194939,0.2486416312849214,10
