,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,engage
0,0.17379511629957617,0.17399612969975864,0.17360568752312955,1
1,0.18115837482815858,0.18139169077804027,0.1809276942740677,2_3
2,0.18926430994094276,0.18949178952184773,0.1890062328753765,4_9
3,0.20108147574669233,0.2012542215485946,0.2009169598417627,10
