,sadness,sadness_dyu,sadness_dyd,sadness_std,independence,independence_dyu,independence_dyd,independence_std,positive_emotion,positive_emotion_dyu,positive_emotion_dyd,positive_emotion_std,family,family_dyu,family_dyd,family_std,negative_emotion,negative_emotion_dyu,negative_emotion_dyd,negative_emotion_std,government,government_dyu,government_dyd,government_std,love,love_dyu,love_dyd,love_std,ridicule,ridicule_dyu,ridicule_dyd,ridicule_std,masculine,masculine_dyu,masculine_dyd,masculine_std,feminine,feminine_dyu,feminine_dyd,feminine_std,violence,violence_dyu,violence_dyd,violence_std,suffering,suffering_dyu,suffering_dyd,suffering_std,dispute,dispute_dyu,dispute_dyd,dispute_std,anger,anger_dyu,anger_dyd,anger_std,envy,envy_dyu,envy_dyd,envy_std,work,work_dyu,work_dyd,work_std,politics,politics_dyu,politics_dyd,politics_std,terrorism,terrorism_dyu,terrorism_dyd,terrorism_std,shame,shame_dyu,shame_dyd,shame_std,confusion,confusion_dyu,confusion_dyd,confusion_std,hate,hate_dyu,hate_dyd,hate_std,year
0,0.18832263755233308,0.19500170944511847,0.18199431435251257,0.16896111476990064,0.18166222803734114,0.18860039786419489,0.17452075744369705,0.15503710253926603,0.20102022331570382,0.2039847460045943,0.19830775278927326,0.18709629052868654,0.24563908919824262,0.25191855540353364,0.23987802347738094,0.22321711930052918,0.22831989457816354,0.23113210755396693,0.22540709141921783,0.20719635783484336,0.19004257413437334,0.19362529512836923,0.18673119888263107,0.16558419111139056,0.21025409514996424,0.2154985685904438,0.20520817443350037,0.19252349025242785,0.258110172703392,0.26456695926217805,0.2511292597612854,0.22657297713542796,0.24058441993300989,0.2464410415747341,0.23490584714303045,0.2180443924782016,0.2744620023521445,0.2825443667885135,0.2668415899571387,0.23637955884348408,0.23123211502009575,0.23607466777721584,0.22690465918971275,0.21700560983577669,0.21228154520716144,0.2174498393722098,0.2063872555125372,0.19655287332267635,0.2007819747899972,0.20487785752640728,0.19670251543100167,0.17984680366594974,0.18387672524568485,0.1932091479022961,0.17565263867885988,0.15918041149223378,0.2202168470067916,0.22947141203442625,0.21089880018735363,0.19529439757865594,0.19578624589705082,0.19992864111978223,0.1915541484304598,0.17641163672867696,0.1970245948049443,0.20161566333837325,0.1927865080009619,0.17217371960844777,0.19158536526134,0.1977846003206392,0.18495177691028108,0.16715653221652443,0.20916933879873015,0.21500301067661373,0.2038728501957672,0.19427962005891064,0.20496249020287366,0.21073635465286256,0.19955854756264202,0.18810320035362196,0.2209273175558149,0.22590154099041093,0.21614693228311435,0.19933980332646334,2010
1,0.19481326953656491,0.19991382892411869,0.18973376965836197,0.1775324625317391,0.18169143491885065,0.18724240318534893,0.17615997190716765,0.15686924372508074,0.20582737093198744,0.20821660817844953,0.20334576334017493,0.1895846125352871,0.23761075321248176,0.2419354196683212,0.23314568658381993,0.21208117128067566,0.23672865480949384,0.23906038070403887,0.2344813113656022,0.21095819468806914,0.18040505253651196,0.18282303521073243,0.1780048111115301,0.14893130191460976,0.21683375922391754,0.22086821070757734,0.21285422824201033,0.20111894002074832,0.257379775956777,0.2624479203220147,0.25242119770345217,0.22450313628440852,0.24911389393841796,0.2540040515981113,0.24416912321329853,0.22430673871335766,0.28318234079362103,0.28962055667405767,0.2767755218661095,0.24360651933539737,0.23655452864850476,0.23991231332537627,0.23330710567406507,0.21742040660198136,0.21319117799771548,0.2173976743889968,0.20922322457138282,0.19643072984670076,0.19984283456024574,0.2028531429522949,0.19672922811869206,0.17430064521024446,0.19974548923668614,0.20710746084535248,0.19252290370507408,0.1792812683664103,0.22864513796642957,0.23534444255163586,0.22202067338577525,0.20164644302826734,0.19722251724307888,0.2005146665975205,0.1939045916461343,0.17631655094114365,0.18600316111023574,0.18953128990608847,0.1826355767045254,0.1565966057701461,0.18317294667666453,0.18752981890767922,0.17893371165943414,0.1469061483891984,0.21609937160901638,0.22050180733322822,0.21187538575876422,0.19844862816863662,0.2110924181376652,0.21547881670562322,0.20645428657106762,0.1915837211039853,0.22831556534134978,0.23178093819853454,0.2249267561616043,0.20307740591232598,2011
2,0.18273123664207389,0.1861708159302905,0.17905876154380532,0.18448185631026714,0.17288768161647836,0.1767000406097227,0.16925462984934384,0.16688838322059804,0.1813416729925439,0.18297052092933289,0.17997140681874393,0.17789090905425461,0.22391372002053572,0.22683223800408858,0.22075127473545297,0.2127070459572107,0.2086289134044596,0.2100449954541259,0.20723188289669384,0.19965113807405327,0.17165271806219215,0.17335442459157108,0.16973517904656055,0.15216921858105475,0.19293068338518438,0.19543482757050204,0.19063710283958135,0.1895806419822726,0.23131354682549757,0.23491349734834618,0.2277769123716269,0.21395183149095562,0.22161003715435426,0.2245991360624418,0.2187263781327107,0.21144906548221312,0.24992200175756407,0.25364164280978285,0.2462405417902317,0.2289907185331889,0.20797347857842913,0.21039167878139184,0.20581625236977905,0.206413197832579,0.1958428527453527,0.19839189714309233,0.19310209821169944,0.19209659232794055,0.17496502573750464,0.17681362257860425,0.17322095796635414,0.1695377105296885,0.19588642785577803,0.20174007141357997,0.19016744357838955,0.19143832684608109,0.2081723610546581,0.21231142115980656,0.20383194689718062,0.1931261708503676,0.18352380551606962,0.18570755218254498,0.18144119020345695,0.1751853243434906,0.17553453787411408,0.17775967474958937,0.17333864405998425,0.1528187965342463,0.1754147743508944,0.1789584562693563,0.17217457201716935,0.1488194953755243,0.19565337830441926,0.19848423778029647,0.19301491332734844,0.19476479067932306,0.17996152401842608,0.1826981030432801,0.17742653241216352,0.17919153616319114,0.2090570275568775,0.2114523948035539,0.20680139150268134,0.19641848944267665,2012
3,0.16699587728680262,0.16918123195950563,0.16436087872104585,0.1746246069432033,0.1647124199800859,0.16712513797507347,0.16237527236924162,0.16232709053914102,0.17070565633604978,0.17177696412214719,0.16957835740154234,0.17196163918309842,0.2123520814030425,0.21441551945181195,0.21036480798353202,0.20689511185827691,0.198955625036376,0.19997580960947647,0.197938779457206,0.197588693280198,0.16442163945562413,0.1655846019650696,0.1633196585195538,0.14850220136229011,0.18297909353005634,0.1848536768737114,0.18125516552324347,0.18706312735614494,0.2187733815266704,0.22138664725396331,0.2162366816248064,0.2085372733860606,0.2189411266941197,0.22102653455007656,0.21688122623221642,0.21468159536488632,0.24034727682008786,0.24344413788768285,0.23748652872877662,0.2279020815567328,0.20082033020331044,0.20251426979048837,0.19934540311719526,0.20532982998767024,0.18388497622102348,0.1857942844030544,0.1820560457300936,0.18618284956121797,0.16332300179894516,0.16458993149825052,0.16208578523168124,0.16584247938994365,0.17575700676882886,0.17959247395493794,0.17241918330555844,0.17913925146410106,0.19952755226260305,0.2027337876569782,0.19662224330945502,0.1900822335799561,0.17036636109076528,0.17188310587502487,0.168869845416011,0.16328673974578445,0.1695277410272057,0.17114810414425205,0.16791312007727335,0.15651537312215263,0.17431605067219547,0.1768054101979085,0.172115205270668,0.15399505533602637,0.18152323098669032,0.18331340684185943,0.17946851050994653,0.186138408549012,0.1657754357234422,0.16743843686631424,0.16405101370340408,0.17190037929339738,0.1985871438939717,0.20022108122025004,0.19695521629885904,0.19359060003215672,2013
4,0.16664570863557868,0.16941952702111834,0.16406573542782832,0.16488535056752604,0.1640880236688764,0.16691883644621433,0.1615409189599395,0.15287301887483803,0.16876423901760093,0.1698952458620395,0.16761376029069405,0.1629674926512352,0.19972964813255836,0.20187332327915347,0.19766729239343583,0.1901663357001871,0.19076254370120088,0.19179955783706099,0.1896142609354502,0.18468534843717008,0.16310927020679614,0.1645031365046084,0.16166237825409566,0.14057619710700586,0.17888206956034686,0.1807847795487159,0.17709140558209271,0.17617151120583985,0.21001107406240416,0.21281117091087956,0.20715574202722162,0.19584516223428153,0.21105457852041168,0.21349238735158815,0.20841596831065776,0.20333767190672775,0.22644524089003681,0.2295658613508468,0.22318058672802604,0.21756460571919636,0.19266992274503106,0.1944281337430039,0.1910277056755169,0.19139543361598374,0.18034255196605,0.18245306231156472,0.17836662995468167,0.17656422027697832,0.1629200602755376,0.16443744211662215,0.1615326632221094,0.15547074383693782,0.17847015916211584,0.18270313572297575,0.1742689596978871,0.1705198595145191,0.19141762498320206,0.1949096253594886,0.18801632722646458,0.17603743680886105,0.16608398603029154,0.16758854678339058,0.16447103863673035,0.15141302017373168,0.16969256009044267,0.17160389366084539,0.16792882041745513,0.1492702244221301,0.17392089821278342,0.1765168253801235,0.1712474991035377,0.14843933083504063,0.1787511898762427,0.18089656814117905,0.17647215636400385,0.17933294224108612,0.16593102172342766,0.16802346129593898,0.16383853883498384,0.1648527577149891,0.1912102602018752,0.19301208846210957,0.1894324829102439,0.18003787559468473,2014
5,0.21006133624435516,0.21368758308238928,0.20631213405730106,0.1987558757322529,0.22703864490524475,0.23169245955616108,0.22284580768527854,0.21006691834816923,0.20030905391580114,0.20208137750558794,0.1985263818495379,0.1923333960409724,0.23243980845497583,0.23563047408200447,0.2292184137213653,0.21721224573857556,0.23253823371328908,0.2342215862354659,0.2309949527725165,0.21615873338432137,0.19659463795645943,0.19893170328432003,0.19423766465669912,0.17144052880722654,0.2198610175647658,0.22250720866443957,0.21728773082006614,0.21351840813791023,0.2541267938283555,0.25824720840020565,0.24973906435723864,0.22652578941416188,0.26000651407058917,0.2631764738442594,0.25682741584264474,0.2371980276889137,0.3031237187667235,0.3074827772320168,0.2989482690311508,0.2641706735209213,0.24172873442056975,0.24422127166169572,0.2389778317639024,0.22634761140606793,0.22451262528250596,0.22752233495492996,0.2213907386631774,0.20956075565253257,0.2101764698799085,0.21273995689160347,0.207609238608366,0.19560501163195554,0.22164921232761056,0.227469632710546,0.21604183253248907,0.2000338849901675,0.2327427818155343,0.23810915080932732,0.22749019315886593,0.20829315248554078,0.1998468782529778,0.20235926821614503,0.1972547088530465,0.18412947563434875,0.2001108275821271,0.20310958868934212,0.1973871183998353,0.17586039429499795,0.20075184480128827,0.20447396047721197,0.19666774666377004,0.17337459492603946,0.2259507408799554,0.22926466339675167,0.22272837978861945,0.21556529672567296,0.20949672910581885,0.2124108591261877,0.20654965251367455,0.2016080721048704,0.23839876413374564,0.24109450794012577,0.23566225354987091,0.2147889182575352,2015
6,0.20461544357923087,0.20699892422761831,0.20185668878922644,0.1883631344545512,0.21417624625628204,0.21755821164609196,0.21078907654845022,0.19249626501375353,0.19898113892544575,0.20025116821964778,0.19779509912374416,0.18784313160226124,0.2294272923718492,0.23166162191630504,0.22715130275229795,0.2123419322131725,0.23410352670913878,0.23528933990119677,0.23298589341204048,0.21367441791578462,0.1937027544731774,0.19510262559648375,0.19217566923357757,0.1644584596381836,0.21220424040633398,0.21421774539002192,0.2103135552266641,0.20107578128429662,0.25003116186988017,0.2530469634695839,0.24681645029166852,0.22182961002608467,0.24812984099293683,0.25047224823805825,0.24583798208098082,0.2268463464676883,0.2765498202958164,0.27978472938738186,0.2738859283848156,0.2446085663141825,0.23470428769794924,0.2365166668536694,0.2328912050838515,0.21729670688856204,0.21698749244962784,0.2190120180522466,0.21492195482455673,0.19840176426246262,0.20185962718557915,0.20360354291662805,0.20025571757114397,0.18078470995975945,0.2165608514569665,0.22005712634894697,0.21264937391554103,0.19253421005971266,0.2244355958126314,0.2279348235680767,0.22081679728189385,0.19558086494154933,0.1975263575262741,0.1995328070071553,0.19574038217885822,0.17919964001974034,0.19777176014220926,0.19959793370666076,0.19598160636767317,0.16992612059597584,0.19816037255168953,0.20046841255706638,0.19572094723870861,0.1677487023355218,0.21576962137902447,0.21795901870895254,0.2135967329771371,0.201673676498979,0.20769616083930809,0.20966920331708477,0.20567638851456324,0.19403302155585214,0.2295379427072728,0.23147063829124823,0.22764728721486024,0.20602151540424418,2016
7,0.19491842132983633,0.19639353568347545,0.19356511983619473,0.17827647575271996,0.1950534177011568,0.19694723684201232,0.19334244373309836,0.169452397205655,0.1926809902479316,0.19329028492964417,0.1920729179499883,0.17884437137154047,0.2332822616106117,0.2344142052863905,0.23211780007313823,0.21564170778009248,0.22359933608069674,0.22418214788705568,0.22302021322061347,0.20369331842010474,0.19097605020953612,0.19170523173295534,0.19029563077461675,0.16211203780581976,0.20614501290880513,0.20730061199479563,0.20503041060335747,0.19535293748325677,0.24617515893418349,0.24770187856684647,0.24475378692525532,0.2194451372674751,0.22933941315558934,0.23075534489970193,0.2281335327036424,0.21224395778967142,0.2568753358093528,0.25864698805554964,0.2551551150574234,0.2294486163144321,0.2291373818690962,0.23008212683038745,0.22821955062676594,0.21233850209139815,0.21064804082187089,0.21163074894960776,0.2096077840670621,0.19279341610479833,0.1957496413857354,0.19665306604418517,0.194777518270786,0.17267064952454755,0.20846151165262736,0.2105614139099448,0.2064291130759079,0.18399544861895142,0.21089809006552668,0.21261405765659952,0.20917919138564903,0.18415864827928669,0.19428686385936042,0.19517462932324747,0.19338969628876146,0.1739990061134225,0.19845353534867133,0.19937879865741634,0.19756304579806247,0.1699959106992188,0.1976729254846629,0.19882277020531286,0.1965621753685862,0.16798423641185528,0.20558221120700385,0.20666379457937595,0.20443521071104342,0.18960000653171688,0.1957829806084754,0.19684137705944627,0.19470642609815042,0.18001223837440528,0.21973291412537474,0.2207579750612057,0.218884677571841,0.19522638864204975,2017
8,0.18668635215566798,0.18724150025984704,0.186105083736159,0.16382184612731257,0.18824527055377357,0.18903522633616024,0.1875420594846145,0.15803475465896163,0.18596459312909439,0.18622113348811192,0.18568302861087732,0.16648882061381826,0.21867808628338845,0.2191718385835284,0.21818406506903082,0.19680020005842858,0.20727018358158264,0.20751089075329554,0.20703387680097643,0.18509213814414407,0.1829348497892721,0.1832244502419412,0.1825936762910184,0.1476540338142302,0.19737369938255467,0.19786835550655302,0.19689150318054024,0.1802784321765876,0.22461329454680837,0.22526711430757418,0.22399064649975753,0.1980981809568853,0.21855513586583467,0.21910140280020277,0.2180198480175822,0.19801867178191376,0.25131314276788624,0.2521045785956581,0.25057384852007875,0.2175410949679189,0.21961792803228666,0.22004377615187645,0.21920215955280814,0.19976835304095064,0.19970074931743403,0.2001602024430169,0.19921563930519667,0.177560173961396,0.19036356955092537,0.1907706247564764,0.18997303178675973,0.16199239700259777,0.19879827589888419,0.19960472818285288,0.1980167613862864,0.16751366202396334,0.1969854125154104,0.19775762534314506,0.19622764720038152,0.16416583485975417,0.19175142645018659,0.1921077374297883,0.19135623235504712,0.16581150438933598,0.18872718777791747,0.189096140217062,0.1883646274448983,0.15484230984935357,0.18472020690180524,0.18521926345669265,0.18424860564935963,0.1475017100952473,0.19554735898776415,0.19601109952945173,0.19510674024308106,0.17483926025981514,0.1904890552594252,0.19096085179063402,0.1900520478432055,0.16806688100828215,0.20744757954591067,0.20785316213721103,0.20706971916961434,0.1791556643364982,2018
9,0.17542294691476903,0.1760956558338706,0.1747842072695285,0.1465411459494093,0.17711244939916929,0.1780777884785542,0.1761944809120434,0.1423951008899797,0.17774078672718535,0.17809734177446745,0.1774029127102973,0.15260707489568895,0.20923601305361342,0.20991321387006565,0.20859129913628988,0.1837781904819345,0.19467131200727752,0.1949647628103468,0.19435396186621137,0.167231838307152,0.17526704470915017,0.1756364643712738,0.1749456532064913,0.1359373936816197,0.1913290958109724,0.1919439376450922,0.19071034181361549,0.1691542648101586,0.21425562258019926,0.21505797647589942,0.2134621030615605,0.18524068025213905,0.20518359672918493,0.2058689401630381,0.20450694227173472,0.18151100346678942,0.23744413358581512,0.23834993642846936,0.23649125571504157,0.2007152565535092,0.20547733573430033,0.20597927038902342,0.20495811175694487,0.1798683361601419,0.189109422957313,0.18969274621247234,0.18845079818042487,0.161849775607644,0.17923822316974902,0.17971135737782848,0.17873899818227965,0.1449291979001549,0.18719869691282365,0.18824037513720704,0.186242338385749,0.1490615383944824,0.18939574168764858,0.19032585705957894,0.1885137916951921,0.1516880745277815,0.18018902981740517,0.1806431582694346,0.17973341492335546,0.14738972459032573,0.17985570937972917,0.1802994481698611,0.1794144951591897,0.1403648613523911,0.17529199081399055,0.17589949561950788,0.17466664025618073,0.13514490012076674,0.1840977396683089,0.18467365343463735,0.18355820618933708,0.15679926127773566,0.17894823538060262,0.17948750254248727,0.17833794447473297,0.1503847462151446,0.19747007029431007,0.19797582806001532,0.19694357878645966,0.16403451108213876,2019
