,x,y,dyd,dyu,std
0,2006-2012,0.09828421934477931,0.09773220364592594,0.09884085401688177,0.31787538268441135
1,2013-2015,0.09245806170398738,0.09209742425734187,0.09281125854905176,0.3235293174821987
2,2016,0.0766594387751011,0.07608342379430381,0.07724173689044786,0.33230202361930883
3,2017,0.05541578607107151,0.055101661184805,0.05572211795335781,0.32962791239632794
4,2018,0.04702427067498676,0.04691748054234536,0.047146778908878154,0.31752825879711216
