,x,y,dyd,dyu,std
0,2006-2012,0.44407913079410594,0.44355063747534007,0.4446100693010123,0.30425826400406
1,2013-2015,0.42495567394772504,0.4245935354938186,0.4253531190296092,0.3181959227930298
2,2016,0.4030866538639404,0.4025216428492776,0.40367363078197765,0.3293112607665006
3,2017,0.3860035161740211,0.38570301143105673,0.38630258581637444,0.3309221915265437
4,2018,0.3695183315025925,0.3693993764320308,0.3696305947323442,0.33092429310549376
