,x,y,dyd,dyu,std
0,2006-2012,0.4561388830927126,0.4550970572108666,0.4571633196897421,0.2924616764893398
1,2013-2015,0.44365611610809647,0.4430285557228553,0.4443035303626097,0.3094376470173361
2,2016,0.4229767941198309,0.4226065481462761,0.4233579737657661,0.3164419718175365
3,2017,0.41208099895042355,0.4117868577071658,0.41234616489724996,0.31356718314395493
4,2018,0.4046507786460891,0.4044565040934832,0.40486941025979967,0.31605904434669885
