,x,y,dyd,dyu,std
0,2006-2012,0.07737335324869098,0.07629229933927242,0.07850275103762036,0.31203849969731695
1,2013-2015,0.05296996963818081,0.052249496578206836,0.05370266914414505,0.3246810740773164
2,2016,0.049986978296869454,0.049611219375310676,0.050388775665321656,0.32575650415543717
3,2017,0.041872486705161305,0.04158707772581002,0.04213261470263343,0.3173711609992334
4,2018,0.04861481373570275,0.04842507660405889,0.04883689739753101,0.3162312507750001
