,x,y,dyd,dyu,std
0,2006-2012,0.4433175462343708,0.44242657253628664,0.44431934355465985,0.27825032048661535
1,2013-2015,0.4454948102597842,0.4449496338100234,0.4460402464752845,0.29795140911205076
2,2016,0.4285183628202988,0.42804952478309377,0.42904337111698854,0.3052186956215802
3,2017,0.4167854102090085,0.4164101631930623,0.4171386062659336,0.3092372046536376
4,2018,0.40670078324634357,0.4064770458642483,0.406907391819183,0.3098184862580561
