,x,y,dyd,dyu,std
0,2006-2012,0.10779669353747365,0.1039168646702981,0.111546121402829,0.2776190262531122
1,2013-2015,0.12359913347814794,0.12178785721094416,0.12547855751706838,0.3000813474744403
2,2016,0.07779045397301013,0.07655712012816121,0.0790176174606633,0.30747603912523136
3,2017,0.06744970579510073,0.06675062233371161,0.06813281937541926,0.2988918206926602
4,2018,0.0545665041328561,0.05407371735603579,0.05503885656518071,0.2976779310774092
