,x,y,dyd,dyu,std
0,2006-2012,0.43410409554847623,0.43022330281990123,0.4379929031523066,0.27965680330247694
1,2013-2015,0.4301229875402205,0.4282602105136391,0.43200257821224186,0.29216612619102456
2,2016,0.40745825417067494,0.40622003257882444,0.4086481483625655,0.30498340605519664
3,2017,0.3953949508967833,0.39466038992116403,0.3961272285469218,0.3038166100958351
4,2018,0.38470370543971694,0.38419373507177534,0.38520786176113014,0.3052071542353891
