,size,sadness,independence,positive_emotion,family,negative_emotion,government,love,ridicule,masculine,feminine,violence,suffering,dispute,anger,envy,work,politics,terrorism,shame,confusion,hate,year
0,24.428571428571427,0.0014596223104626465,0.00034340659340659343,0.006505285312386641,0.0020386590154032017,0.009186703300830589,0.0016536383629757124,0.007939570933268412,0.006264157508184078,0.004563492063492063,0.0013736263736263737,0.004316994786386031,0.001505843616516374,0.002780972257716444,0.0,0.0002626050420168067,0.003422619047619047,0.0015792336010709504,0.0004470572456803094,0.0020981189882035103,0.006122448979591836,0.022930490398306014,2007
1,35.00311041990669,0.0013818308789672006,0.0009539393642211272,0.008020197926570685,0.0019662824748509474,0.013059480767761242,0.005421898427888427,0.0022803746480415756,0.0013692122228502724,0.0020810272287219355,0.0010165332361786376,0.004432157494186335,0.002429937108899518,0.00323856445955514,0.0005238661677967662,0.0007507115405612054,0.003017559543436815,0.00280036343883538,0.0009619276040516129,0.0024167994634681756,0.0015955239715040237,0.003454040746027859,2008
2,33.65827521687362,0.0010549740104534443,0.000487393945824124,0.008628088038245035,0.0028984443063015623,0.00918454544494865,0.0045640486852483115,0.003154232910978755,0.001710454280920758,0.0031390970816224145,0.001380600471490029,0.0027829915731523926,0.001589358946450149,0.0026734730536001664,0.00047574303403709616,0.0008769917527685334,0.00206229548130363,0.0037915768865308327,0.001052891178595226,0.0018301581193974543,0.0017467700272929298,0.0028158386764027955,2009
3,34.978048206541835,0.0010017842332831477,0.000717546784666455,0.007298023847583345,0.0020606627470091316,0.010294129154603813,0.005198327077479696,0.002265458928628956,0.0020061052532098682,0.002401601434959701,0.0009556360027518239,0.003184705010852266,0.0019337972881481463,0.0028427841675520648,0.00048007169539586024,0.0007582703919128401,0.003005538723392862,0.003211639192839709,0.0010038582980195305,0.0018655582598319114,0.0018985113768552142,0.0031543545439266787,2010
4,25.535882138073784,0.0007608442606492851,0.00037867648115267997,0.007201071824538531,0.0021008231230538565,0.010360851241480515,0.0027186909400623922,0.0036444907732485253,0.0031354762906997966,0.002761849221476576,0.0013130423599266028,0.00370536397828339,0.0018461789502595086,0.0019519330450588018,0.0003384910692473357,0.0008068662113499989,0.002032817298863791,0.0019025479717421569,0.0007992115568767171,0.0016183591020532322,0.0015420001650420713,0.0033405437410235646,2011
5,33.17236593518384,0.0008712414020813813,0.0007299730628063882,0.006247360061123683,0.0017320633478216116,0.008872335581592878,0.0020938795092421566,0.002781555413990844,0.0016868569742654327,0.003106412268448596,0.0012179223454105916,0.003094763362904259,0.0016872520278276848,0.0028529125682716545,0.0003640875752043518,0.000653731935282335,0.002051835988629374,0.0011683966731341063,0.0006290864839678721,0.0016415244923825047,0.002072847927376064,0.0025072132592567483,2012
6,34.52872352539285,0.0010597563584117283,0.0006974710371524695,0.006387708213218648,0.0020424592652417304,0.009160806339532736,0.0021694815626043407,0.0029597406815966387,0.0016211282875016934,0.0028011628646433923,0.001125741010645201,0.0032394376675623005,0.0018644425050472187,0.003239464272453419,0.0004363971551826486,0.0006447672996546356,0.0019178640461806962,0.0012390522636927385,0.0005231539640084895,0.0017474598151999607,0.002135745261415322,0.0026025754901139006,2013
7,29.28625363020329,0.0008895327504464225,0.000423263346542793,0.005986241435829435,0.002220094457100718,0.008704171306398455,0.0011391178908934634,0.0030957408438393235,0.00121780939753546,0.0025374377930333977,0.0013580388910512983,0.0031584240157587194,0.001907085804365205,0.002271386896972944,0.0003409774909195996,0.0005707528166239564,0.0019477361341459437,0.0006507009194164365,0.00042203424062780344,0.001596412298960888,0.0020874895508050874,0.002429872096695881,2014
8,30.850488386499997,0.0008402676149743092,0.00045037491473616525,0.006799870208040024,0.002200860379553823,0.008690280505586005,0.0013535184886437745,0.0037357500790748083,0.0014032313291398243,0.0031007712731808933,0.0022510462867493006,0.0031047775120711845,0.0018100420450676686,0.0018589926709397138,0.0003253830100776681,0.000636898417715747,0.002151144831925312,0.0007256236932702413,0.0004540860620759976,0.0017837625195768556,0.002306637080816802,0.0025538251547664675,2015
9,26.96766771202618,0.0010097290709697802,0.00032393164525768074,0.007517257876755144,0.002669784544404661,0.009439226533765985,0.001574835879254936,0.003820279476770791,0.0013783798560025973,0.0029147803703773174,0.0017270758998193508,0.0033571044720799676,0.0021287371650930017,0.0017265153014235618,0.0003441625445423727,0.0006864460664387754,0.00211662801824344,0.0010486766830028291,0.0007764876297690579,0.0020630692969866426,0.002170623623946717,0.0028630291838700533,2016
10,26.41861865047881,0.0011462651352521873,0.0005913013426882768,0.00651843451049781,0.0027232595692337725,0.010019031886072878,0.0025074370012287527,0.002748661174772227,0.0016475083616721371,0.002937918275925353,0.0015175238308870287,0.0033458153133687656,0.002247253220364824,0.002044601326160149,0.00043995722318535566,0.0007134516662021276,0.002353473130404588,0.0014740415213327011,0.001103655649180826,0.002079424640638932,0.0020545888404663363,0.0031569494543022053,2018
11,27.487504627539046,0.001451565132037229,0.0006980841712386038,0.006265774525046337,0.002773287930668118,0.010193381387627412,0.0038083053726042657,0.0023998058318543654,0.0017470304360021822,0.002768890655320774,0.0017073539245964675,0.003628384512908174,0.0024493700784422724,0.002203164891105801,0.0005649169314919099,0.0007475940345129246,0.0025142781093376717,0.002090391553996436,0.0019752273739166368,0.0023418528485992544,0.0019715752568519045,0.003245439059766253,2019
