,size,sadness,independence,positive_emotion,family,negative_emotion,government,love,ridicule,masculine,feminine,violence,suffering,dispute,anger,envy,work,politics,terrorism,shame,confusion,hate,year
0,21.43480725623583,0.0004914993139374205,0.00010046131012215894,0.00647361670245282,0.0023903111104220777,0.01004478101452407,0.00025953583327784085,0.0024204068319133164,0.002635440240855784,0.004937302110614328,0.0023526823358600408,0.0035999021584880325,0.001649609175265869,0.001220426820587866,0.00026384039469014834,0.0015703935445885474,0.0030235211923170116,2.3134659971850986e-05,7.086167800453515e-05,0.0016954134890260553,0.001014281039317455,0.004018874261166098,2007
1,19.771836007130126,0.0006142512249552084,0.0002945527243594928,0.006656008159718348,0.002317274382122663,0.012590962702343222,0.0007590413098619482,0.0025215506530854677,0.002844441397957737,0.004104333978496924,0.0031025369746071254,0.004187385992375116,0.001341073033670205,0.0007290554895646722,0.0001063738718471627,0.0007362699476636702,0.0018185836398025683,0.00015143523507551456,2.9369368601208027e-05,0.001209269450197845,0.0013290136815863186,0.0023256426575842134,2008
2,18.5531561461794,0.0005262081930129686,0.00035293004298900135,0.006705464236154432,0.0030210654930416764,0.009854845624862133,0.00133574530473776,0.0020962654593629122,0.0023522096336038474,0.006147358730091676,0.003824020139291511,0.0036997174617483595,0.0009444386388052151,0.0013231421968552314,0.0,0.0002914163915128442,0.0014418129520177786,1.8055756175068612e-05,0.0,0.0011035266458346337,0.001661163501750706,0.0017445375951449116,2009
3,23.318096430807763,0.0008714730932873613,0.00017325751919914295,0.006895665804124127,0.002092264425903613,0.012862658077645757,0.0009289742926120017,0.0022205433533863477,0.002548354827158713,0.0034090913169168777,0.002365628043405015,0.003343929797075028,0.0019148623297859679,0.0013370783241494915,0.00027710645315391587,0.0006308690181062656,0.001993571086566354,0.0004618225032565482,0.00024173590088841324,0.0021320539620759754,0.0016894563692593312,0.0035015246081390003,2010
4,26.908729002815807,0.0010456052050352403,0.0003577864080736502,0.008083545250750515,0.0026957614247675905,0.01470952944246837,0.0013992672622887465,0.0033593217998232334,0.0023437863012299685,0.006521478257416245,0.0020554789230224383,0.005087374910401992,0.0025736994672475983,0.002148912570145329,0.0004309006729056611,0.0009810214449931642,0.002078312337915117,0.0007063623659724018,0.0004350365340728149,0.002592119293573502,0.0018758005482527546,0.0042601798348367755,2011
5,37.60093867137052,0.0009940760073665397,0.0009862526159506906,0.00592897906720496,0.0019118125730484196,0.010015943228283239,0.005245757070214505,0.0022255792663546346,0.0015829950826814335,0.0032085004782846133,0.0011979538273211858,0.00380556730124919,0.0020268472338508697,0.003022209511962304,0.00028566323204989787,0.0009208147425631116,0.0031297486249818045,0.0017289419049757865,0.0005887461887927504,0.0018270488786487364,0.0019396370233669077,0.0028770037869033753,2012
6,29.76189545447438,0.0010590036655110898,0.000678685033863798,0.006595168328003657,0.0023016971320925553,0.012723277746250572,0.003809362455419959,0.00272564404219213,0.0022450210409406444,0.0037901897236649468,0.0018207515731309132,0.004686696015122536,0.0023920713607666617,0.0026766883023936735,0.0004309830884564407,0.0010042786186501597,0.0023661467000213572,0.0014297943650081494,0.0010422177672875833,0.0022021926239816927,0.0018138478158294968,0.0040074105197667655,2013
7,33.001553243750905,0.0010649051006017898,0.0007441190534066865,0.006526873663447845,0.0024546859896315983,0.011381288695518193,0.00424852528713717,0.0026326193525858846,0.0019254762938458055,0.0032767505343529583,0.0016112308917549181,0.004225025546922304,0.0023419010760910293,0.002729838891801473,0.00036067656178113516,0.000778244855554408,0.002859576878978172,0.0014343827646405845,0.0010098828162690408,0.0019808239705640684,0.001754863684128469,0.003340788968961823,2014
8,28.711996779388084,0.0013655623025448556,0.0005172870281545886,0.00728050724624011,0.00263468655718479,0.01289717695256189,0.0027209821336063164,0.0030820468840958154,0.0021693832824188257,0.002982258277753287,0.0023357226179693113,0.004476455847899851,0.0026340568362299152,0.002113179623283762,0.00046880299430241524,0.0006916634969638812,0.0024924855677165526,0.0011136106119228283,0.001204675045964465,0.0024165803280563293,0.0016511931347058407,0.0036853809486723337,2015
9,25.336258879242305,0.001443507658253165,0.0005158160089954462,0.007578156570627065,0.0030177294665200997,0.012634581163586662,0.00305964892423346,0.0031638322427748763,0.002343468876170472,0.0027252272461023826,0.0022656142759816837,0.004271002348702941,0.0027860710056826217,0.001772892294606423,0.0005051970440658853,0.0007815402201142356,0.0026687115743209418,0.0014524155030385614,0.0018104529015918168,0.0024601627613429593,0.0019440550895506105,0.004182686391532473,2016
