,TOXICITY,TOXICITY_dyu,TOXICITY_dyd,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,IDENTITY_ATTACK,IDENTITY_ATTACK_dyu,IDENTITY_ATTACK_dyd,year
0,0.39849955197838666,0.4198620370878962,0.3769705337478387,0.26930798218126867,0.28623136408270894,0.25127279380806916,0.31497090757694507,0.3326966103997118,0.29772426108789624,2017
1,0.3974870537521516,0.40267338875652375,0.39175304438475683,0.25646627965823743,0.2611140518422807,0.25173025747183586,0.40327065645694965,0.40930519394930454,0.3973982366820324,2018
