,polarity,polarity_dyu,polarity_dyd,year
0,0.13330614266672408,0.1471400101944063,0.11936753811567422,2016
1,0.06308794545328761,0.06998737485935372,0.05617736310866387,2017
2,0.05595548079504649,0.061646558067434895,0.051272086324791626,2018
