,polarity,polarity_dyu,polarity_dyd,year
0,0.07856213118277763,0.08804558781140874,0.06952854548054688,2015
1,0.053604672510445636,0.059945382778771227,0.047361138436516896,2016
2,0.05287834039575895,0.059317745842809466,0.04647158312950205,2017
3,0.05356837205983732,0.05839238086957133,0.04849657703163936,2018
