,TOXICITY,TOXICITY_dyu,TOXICITY_dyd,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,IDENTITY_ATTACK,IDENTITY_ATTACK_dyu,IDENTITY_ATTACK_dyd,INSULT,INSULT_dyu,INSULT_dyd,PROFANITY,PROFANITY_dyu,PROFANITY_dyd,THREAT,THREAT_dyu,THREAT_dyd,SEXUALLY_EXPLICIT,SEXUALLY_EXPLICIT_dyu,SEXUALLY_EXPLICIT_dyd,FLIRTATION,FLIRTATION_dyu,FLIRTATION_dyd,year
0,0.34858197302679167,0.35019322917120915,0.3469219597066204,0.2203032256557105,0.22167138595160735,0.2190465413063514,0.251029148883499,0.25219434120862116,0.24981263561616107,0.31457611936213714,0.3161372093970278,0.3129145377488577,0.27944037780175157,0.28122427481102286,0.27781238978272865,0.25614971121803715,0.2571170990789777,0.2550215923011455,0.19680481550841644,0.19787818411706828,0.19573212250610875,0.36142840122069875,0.3624423178302316,0.36040959761509384,2010
1,0.3621993040876562,0.36343665429433214,0.36091392673241857,0.23927685503673074,0.24029903440650513,0.23828133446031718,0.25678027956415644,0.2577139526999699,0.25584106487648695,0.32037874971321234,0.3215920580211922,0.3191594126799502,0.29258682935313324,0.29383456271798464,0.2913129233696203,0.27010434916330034,0.2708870513315858,0.26933861009643784,0.20292094760707655,0.20377936403715077,0.20208066581884324,0.3709231663134397,0.3716753088487174,0.3700626863277567,2011
2,0.3093835539010874,0.3102247718057336,0.308583973868027,0.1945624619731466,0.19519641195206905,0.19392469419709127,0.22581743888995603,0.22642268229282003,0.22523912231928023,0.2733463771584481,0.2740812437339225,0.27260755489754995,0.24599367141111694,0.24681031878907136,0.24514133082753609,0.23492396087768616,0.23542392460045852,0.23443872112986927,0.17899449410690502,0.1795117877313545,0.17844171038568465,0.3464688794345813,0.3469758769439753,0.34596036540031466,2012
3,0.29508036851527064,0.2956227117742216,0.2944954622332132,0.17992512485942475,0.1803459062804867,0.17947914235654946,0.21669697426499884,0.2170843137444781,0.21630284876649103,0.2615966632192883,0.2621184950048605,0.2610780918710314,0.23134512615367092,0.2319186828883754,0.23078739428922138,0.22526362911920803,0.22563578519610464,0.22491404470562112,0.16787534138449883,0.16826321143545586,0.16752646660495144,0.32359885589103843,0.32396724291119844,0.32324161066612583,2013
4,0.2759016679684011,0.2764922618935222,0.27532927004143937,0.16909331036664366,0.16955280229660047,0.16860875162494876,0.20160305884631335,0.20201986591876642,0.201186787103728,0.24193578453119302,0.24251699238389138,0.24137803728386126,0.21436315922759897,0.214930743892075,0.21376461938160726,0.22229134674834247,0.22269421178048096,0.22190157689030077,0.16196437766335764,0.16231512562752595,0.16159717258015333,0.3229815897144607,0.3233942493960614,0.3225936193444571,2014
5,0.30015895878360593,0.3009302602148841,0.29936408482327115,0.19109205984187966,0.19175350237012864,0.1904690297102932,0.2151372229127553,0.21574772615186494,0.21459962308163488,0.25976345869618445,0.26045659099471646,0.2589969735552664,0.23787747189432454,0.238698359071489,0.2371446610129406,0.23675510204053468,0.237277461689883,0.2362342544708798,0.18208482966650674,0.18260107705332265,0.1815611472840157,0.3456800869146633,0.3461649133596467,0.3451900509397222,2015
6,0.3268755770491715,0.32745250127415326,0.32629962030445836,0.21149004053856738,0.21201351644693878,0.21106375354484805,0.23869071035008071,0.23910725742523922,0.23827572991189583,0.2834335753467127,0.2839676166156726,0.28289497987072115,0.25905613707159025,0.2596169794668415,0.25846676664169466,0.24951749800606618,0.24992023894829218,0.24914567378671676,0.18814178450419092,0.1885074296915938,0.18775398581319427,0.34867510636443916,0.3490399088708723,0.3483258088362822,2016
7,0.35162520847927925,0.0,0.0,0.22252471979377275,0.0,0.0,0.2548080706742714,0.0,0.0,0.3126327804913658,0.0,0.0,0.2701204649390289,0.0,0.0,0.26969227531990886,0.0,0.0,0.18634306122070157,0.0,0.0,0.338834860626669,0.0,0.0,2017
8,0.3456063384788865,0.0,0.0,0.21190845521938778,0.0,0.0,0.2623687359400754,0.0,0.0,0.31162427929545916,0.0,0.0,0.25590283057471813,0.0,0.0,0.2669767580197618,0.0,0.0,0.17819080578556865,0.0,0.0,0.33607726558062617,0.0,0.0,2018
9,0.3461731461659679,0.0,0.0,0.2114045983915812,0.0,0.0,0.2714595248267801,0.0,0.0,0.3141524989291226,0.0,0.0,0.2507022737000611,0.0,0.0,0.2710366499317628,0.0,0.0,0.17469637459763473,0.0,0.0,0.33638485549397334,0.0,0.0,2019
