,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT,FLIRTATION,year
0,0.38720518660419506,0.2627615518024633,0.21707124440530215,0.3344010019115223,0.3339197491050941,0.25499294802358524,0.2178786736299311,0.3548665222978509,2010
1,0.4204212725047564,0.29783099190716705,0.27360246710782665,0.36611465538246474,0.3566326317760195,0.3076095900697161,0.23964029219808783,0.3785462387260888,2011
2,0.3203900163297458,0.19849409806665247,0.23995024590475797,0.2868762751442601,0.2529703784972771,0.2548543483913369,0.17556159728134943,0.3295778575283668,2012
3,0.365376714997662,0.23938291423357802,0.25879801646107037,0.3250179232045546,0.29497844654342353,0.27741317902023455,0.20114934456888764,0.3378570363498242,2013
4,0.33420511192761043,0.21277703587337463,0.24442486966698407,0.2976204054390787,0.2655278072113242,0.266118639075693,0.18442320518204605,0.3260744513055298,2014
5,0.36898548881986104,0.2541042649947001,0.2714543876614298,0.32108039306429415,0.29732151634001114,0.29754273789494534,0.203078004099059,0.35113067049371177,2015
6,0.37066709545292253,0.24991391889640274,0.27351893041035813,0.3207832000951485,0.2940073384242983,0.2860750500062801,0.1989241160288023,0.34226498871889255,2016
7,0.40794531665164413,0.28362677354856003,0.27850125565673595,0.35057339555569184,0.3261774207984909,0.28933239301199465,0.2071213544113652,0.33509569193861005,2017
8,0.3434260104475233,0.2359293709451041,0.2650884575610454,0.2989558550001757,0.2654387912206809,0.2848267637398007,0.19925295737774054,0.34946597090846115,2018
9,0.31428038658358476,0.21811009217556784,0.2675202812509994,0.2753201064297106,0.23227199134813278,0.2842073146320531,0.18549019329411373,0.3519086893472861,2019
