,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.22413304947667015,0.22556587084475552,0.22291755402502822,1
1,0.22569295620520555,0.2270389632254362,0.22441952710320184,2
2,0.22724697059726456,0.22857048312047262,0.2258865426707933,3
3,0.22954899748039936,0.23125049162613515,0.22800381527336958,4
4,0.22957758617176108,0.23157598565464574,0.2277594737802032,5
5,0.22898840497984468,0.231282446492632,0.22649349267771393,6
6,0.23028703853447413,0.23304707807996122,0.22746819242358424,7
7,0.23067305725841852,0.23393254775433914,0.22776476992794462,8
8,0.2310626228541478,0.2345259919929079,0.22779869747147888,9
9,0.2307658905790726,0.23444009130461574,0.22697723038895934,10
