,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.19064871280764378,0.19181831146304293,0.18936017754196846,1
1,0.18979949370328303,0.1910171840951832,0.1885381124285866,2
2,0.19317460454393648,0.1944608172908996,0.19189351823488934,3
3,0.1940231313555346,0.19568082143223398,0.1925110422641553,4
4,0.19785224160187492,0.1998224731305093,0.19566164923294777,5
5,0.1967384119087054,0.19896717817009768,0.1944134997956288,6
6,0.20064566842449946,0.2031921418733181,0.19805270075264977,7
7,0.19933101164755107,0.20229076970378113,0.19654632828711366,8
8,0.2000016105330823,0.20316622462236678,0.19661165036025333,9
9,0.2007892154828224,0.20458184140454452,0.1975929950562236,10
