,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.21036474496216984,0.21246896011487804,0.20820446239800433,1
1,0.2023844893693285,0.20428374340587144,0.20041198332616,2
2,0.20113693048797013,0.20308059341691273,0.1993066699058687,3
3,0.19905076858279724,0.20151699375839702,0.1963887780323838,4
4,0.1975655280127697,0.20055338012981852,0.19459501589284103,5
5,0.19772565382997276,0.2013443416016813,0.1941197123527245,6
6,0.19688029932744716,0.20070855764622883,0.1929909013938694,7
7,0.19673058012552677,0.20112810065620879,0.19247544802132904,8
8,0.19343929414050604,0.19829666181417596,0.18886838207012294,9
9,0.19469403481985834,0.19995534251273372,0.1894162775572946,10
