,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.29420222013767855,0.3158179590755357,0.27288341423714285,1
1,0.2722324513320132,0.2926684592981848,0.25205824409108907,2
2,0.2762294182570762,0.29582554533794714,0.2553406449066874,3
3,0.26850761691885855,0.2950823002736973,0.24279128389081886,4
4,0.2872991278792857,0.3194197190464286,0.25668154576892854,5
5,0.2971894622933673,0.33475593385714286,0.25917848882653066,6
6,0.2724293438064516,0.30977031325161286,0.23531700996774194,7
7,0.24350847151238939,0.2862875710185841,0.20506389286194687,8
8,0.22952949587755103,0.271807570622449,0.19468138830612244,9
9,0.2663096788546511,0.32097611360465117,0.21295224681395356,10
