,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.26840556573398233,0.27052239879230816,0.26647404630571203,1
1,0.27267424220651376,0.27479530995887763,0.27050628289369893,2
2,0.2725174383534718,0.274591888245956,0.27058003576207507,3
3,0.27731758509363974,0.2798393708009285,0.2746310439736165,4
4,0.27536185166136995,0.2785991194394757,0.2723435272677506,5
5,0.27363983731229274,0.2773931717297534,0.2701556994843756,6
6,0.2771316844716598,0.28170225769134566,0.27318003777179645,7
7,0.27901433972576917,0.2835377835639318,0.2743038582085926,8
8,0.27849419392911984,0.2836259481389514,0.2733897199643294,9
9,0.2785179521448091,0.2839158840800078,0.27254738517890953,10
