,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.2327535978132387,0.23637506527973381,0.2291019939810056,1
1,0.23481419853093483,0.23899155156318283,0.2313148006699766,2
2,0.2363203680355883,0.24014158158639037,0.23233303864379207,3
3,0.24022727745864028,0.24475394679240792,0.23561161178292517,4
4,0.24209677923345216,0.24820642274628546,0.23623247267836875,5
5,0.2434868907888183,0.25019545445642805,0.2372890732396459,6
6,0.24513452025628427,0.25297473105665835,0.23729178816112217,7
7,0.246058528024063,0.25454986666781104,0.23793160497332283,8
8,0.2523323145313416,0.2618724656792598,0.2420786195061681,9
9,0.24885437534171398,0.2595637434330019,0.23823464408527462,10
