,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.2540187854923748,0.25499800351241203,0.25317826757069545,1
1,0.25689063249633,0.2578556114486977,0.2559010426192072,2
2,0.25705675437888353,0.2580212579412041,0.2561146219968271,3
3,0.2598098216230762,0.2610060326574828,0.25867384847245317,4
4,0.25999221116162075,0.2614215905145402,0.2585708524451034,5
5,0.2596745310590916,0.2613524783938591,0.2580291269936316,6
6,0.26097783198663166,0.2628371424955658,0.25898330949123555,7
7,0.26200592092629227,0.2643702630744165,0.2599718219021557,8
8,0.2631221753040546,0.2655557577957002,0.26084528815180325,9
9,0.26278547808544706,0.26540825858961925,0.26031756657199484,10
