,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.3119207251715481,0.3243340997995119,0.2977510413718968,1
1,0.3037075470712381,0.3162697194046984,0.2902803852473651,2
2,0.3024910749940246,0.31445475038728765,0.28894803179220857,3
3,0.2997683323149225,0.31507656871637596,0.2845406012175388,4
4,0.29275265732965033,0.3104407199118881,0.27313966659930067,5
5,0.29276753389266413,0.31407203892664093,0.2701750058474903,6
6,0.29494183252461137,0.3213622057220208,0.26868857033186533,7
7,0.29403407680967736,0.32128077338387095,0.2674793765806452,8
8,0.28543359641,0.3172012355353846,0.25434558277384617,9
9,0.29057341917961166,0.3278594486504855,0.25842695738834953,10
