,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.20137117674670077,0.20242034315956492,0.20028176184367108,1
1,0.2033824054563672,0.20447175362765596,0.20226137895823962,2
2,0.2061003121575749,0.2071120427086636,0.2050255126559551,3
3,0.20730240285311594,0.20867432081975806,0.20598263285040644,4
4,0.21119517998648174,0.2128510368729439,0.20952644140692062,5
5,0.21082967693423382,0.21280634175674565,0.20898070661111579,6
6,0.21381356429110107,0.21593743210688016,0.2117305663840308,7
7,0.2151749278457801,0.2176684905426172,0.21263688668183006,8
8,0.21562425903265373,0.21836930213231098,0.2128179630240575,9
9,0.2153089492888121,0.21825089445594367,0.21221345472411351,10
