,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.2697894325779225,0.2787936215929479,0.2612124168964422,1
1,0.2665023402835051,0.2747577067221208,0.25833432124341676,2
2,0.2576852387396461,0.26557086362018245,0.250197419051645,3
3,0.2580196575963612,0.26788623790539084,0.24924054080961366,4
4,0.25840566216299615,0.2693887006676056,0.2473611512902689,5
5,0.25566422142670253,0.2689655443460573,0.2435756811295699,6
6,0.25929883115379315,0.2755680790889655,0.24535883880195403,7
7,0.26649280865600006,0.2835423486557143,0.2495156401455714,8
8,0.2625247154578313,0.2796035438089501,0.24487405407056798,9
9,0.26546354971131686,0.2848686872325103,0.247729745,10
