,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.22645292108019555,0.2289521950473351,0.22395026686832287,2
1,0.22823730688032184,0.2307947667850127,0.22551449059321246,4
2,0.22998826360164276,0.232764118618114,0.22737795406003292,6
3,0.23092775982652994,0.23379612101563294,0.2283491226796068,8
4,0.2324229741216352,0.23497787568461434,0.22979934734612292,10
