,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.19908052522035458,0.20169786353960317,0.19666448842321332,1
1,0.20831496146819364,0.21088993720656826,0.20558840248137242,2
2,0.2100389343094496,0.21263122293145223,0.20740016148055415,3
3,0.21348675361988176,0.21695756046834183,0.21001452315977961,4
4,0.21675312957611423,0.22090713173905782,0.21279618379950735,5
5,0.21913941763846156,0.2239643837611363,0.21395206947087028,6
6,0.2223403989129733,0.22778591367965334,0.21733945494482668,7
7,0.2279347697827984,0.233691092592561,0.22160013691216987,8
8,0.22754193009399462,0.23419196936059222,0.22086567175280591,9
9,0.2267647494515182,0.23488508705663738,0.2189080964714178,10
