,SEVERE_TOXICITY,SEVERE_TOXICITY_dyu,SEVERE_TOXICITY_dyd,year
0,0.19182554499185295,0.19232256207356788,0.1913687055405434,1
1,0.18878202982065112,0.1892455032864556,0.18829144138412823,2
2,0.18547549735442612,0.18592254213302975,0.18504669425924766,3
3,0.18923040800418583,0.18976831914731015,0.18869447255730773,4
4,0.19165451377090412,0.1922437721242612,0.1910493643797067,5
5,0.19335077609451887,0.19406195416618946,0.19254298852804166,6
6,0.19408357434806806,0.19491779690807742,0.19332581781774577,7
7,0.19615479087863366,0.1970570311166051,0.19524659993574928,8
8,0.19662523329938825,0.19759941417782925,0.1956525941700636,9
9,0.197835692650844,0.19888364824334806,0.19673996105606392,10
